,utterance,filtered_tokens,normalized_tokens,label_predictions
360,question: What is the hundred millions digit of 944898955008? answer: 8,"['question', ':', 'what', 'is', 'the', 'hundred', 'millions', 'digit', 'of', '944898955008', '?', 'answer', ':', '8']","['question', ':', ' ', 'what', ' ', 'is', ' ', 'the', ' ', 'hundred', ' ', 'millions', ' ', 'digit', ' ', 'of', ' ', '944898955008', '?', ' ', 'answer', ':', ' ', '8']","['question', 'None', ':', 'None', 'what', 'None', 'is', 'None', 'the', 'None', 'hundred', 'cardinal', 'millions', 'cardinal', 'digit', 'None', 'of', 'None', '944898955008', 'number_digit', '?', 'None', 'answer', 'None', ':', 'None', '8', 'number_digit']"
361,"question: Calculate prob of sequence iurfi when five letters picked without replacement from {r: 2, f: 2, u: 2, i: 9, a: 4}. answer: 2/4845","['question', ':', 'calculate', 'prob', 'of', 'sequence', 'iurfi', 'when', 'five', 'letters', 'picked', 'without', 'replacement', 'from', '{r', ':', '2', ',', 'f', ':', '2', ',', 'u', ':', '2', ',', 'i', ':', '9', ',', 'a', ':', '4}.', 'answer', ':', '2/4845']","['question', ':', ' ', 'calculate', ' ', 'prob', ' ', 'of', ' ', 'sequence', ' ', 'iurfi', ' ', 'when', ' ', 'five', ' ', 'letters', ' ', 'picked', ' ', 'without', ' ', 'replacement', ' ', 'from', ' ', '{r', ':', ' ', '2', ',', ' ', 'f', ':', ' ', '2', ',', ' ', 'u', ':', ' ', '2', ',', ' ', 'i', ':', ' ', '9', ',', ' ', 'a', ':', ' ', '4}.', ' ', 'answer', ':', ' ', '2/4845']","[('question', 'None'), (':', 'None'), ('calculate', 'None'), ('prob', 'None'), ('of', 'None'), ('sequence', 'None'), ('iurfi', 'characters'), ('when', 'None'), ('five', 'cardinal'), ('letters', 'None'), ('picked', 'None'), ('without', 'None'), ('replacement', 'None'), ('from', 'None'), ('{r', 'characters'), (':', 'None'), ('2', 'cardinal'), (',', 'None'), ('f', 'characters'), (':', 'None'), ('2', 'cardinal'), (',', 'None'), ('u', 'characters'), (':', 'None'), ('2', 'cardinal'), (',', 'None'), ('i', 'characters'), (':', 'None'), ('9', 'cardinal'), (',', 'None'), ('a', 'characters'), (':', 'None'), ('4}', 'cardinal'), ('.', 'None'), ('answer', 'None'), (':', 'None'), ('2/4845', 'fraction')]"
362,question: Five letters picked without replacement from raaaakaaaaaaaraakaaa. What is prob of sequence karaa? answer: 7/969,"['question', ':', 'five', 'letters', 'picked', 'without', 'replacement', 'from', 'raaaakaaaaaaaraakaaa.', 'what', 'is', 'prob', 'of', 'sequence', 'karaa', '?', 'answer', ':', '7/969']","['question', ':', ' ', 'five', ' ', 'letters', ' ', 'picked', ' ', 'without', ' ', 'replacement', ' ', 'from', ' ', 'raaaakaaaaaaaraakaaa.', ' ', 'what', ' ', 'is', ' ', 'prob', ' ', 'of', ' ', 'sequence', ' ', 'karaa', '?', ' ', 'answer', ':', ' ', '7/969']","[('question', 'None'), (':', 'None'), ('five', 'cardinal'), ('letters', 'None'), ('picked', 'None'), ('without', 'None'), ('replacement', 'None'), ('from', 'None'), ('raaaakaaaaaaaraakaaa.', 'characters'), ('what', 'None'), ('is', 'None'), ('prob', 'None'), ('of', 'None'), ('sequence', 'None'), ('karaa', 'characters'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('7/969', 'fraction')]"
363,"question: Five letters picked without replacement from {j: 3, q: 3, h: 2, e: 5, g: 2, z: 4}. Give prob of sequence qqzje. answer: 1/3876","['question', ':', 'five', 'letters', 'picked', 'without', 'replacement', 'from', '{j', ':', '3', ',', 'q', ':', '3', ',', 'h', ':', '2', ',', 'e', ':', '5', ',', 'g', ':', '2', ',', 'z', ':', '4}.', 'give', 'prob', 'of', 'sequence', 'qqzje.', 'answer', ':', '1/3876']","['question', ':', ' ', 'five', ' ', 'letters', ' ', 'picked', ' ', 'without', ' ', 'replacement', ' ', 'from', ' ', '{j', ':', ' ', '3', ',', ' ', 'q', ':', ' ', '3', ',', ' ', 'h', ':', ' ', '2', ',', ' ', 'e', ':', ' ', '5', ',', ' ', 'g', ':', ' ', '2', ',', ' ', 'z', ':', ' ', '4}.', ' ', 'give', ' ', 'prob', ' ', 'of', ' ', 'sequence', ' ', 'qqzje.', ' ', 'answer', ':', ' ', '1/3876']","[('question', 'None'), (':', 'None'), ('five', 'cardinal'), ('letters', 'None'), ('picked', 'None'), ('without', 'None'), ('replacement', 'None'), ('from', 'None'), ('{j', 'characters'), (':', 'None'), ('3', 'cardinal'), (',', 'None'), ('q', 'characters'), (':', 'None'), ('3', 'cardinal'), (',', 'None'), ('h', 'characters'), (':', 'None'), ('2', 'cardinal'), (',', 'None'), ('e', 'characters'), (':', 'None'), ('5', 'cardinal'), (',', 'None'), ('g', 'characters'), (':', 'None'), ('2', 'cardinal'), (',', 'None'), ('z', 'characters'), (':', 'None'), ('4}', 'cardinal'), ('.', 'None'), ('give', 'None'), ('prob', 'None'), ('of', 'None'), ('sequence', 'None'), ('qqzje.', 'characters'), ('answer', 'None'), (':', 'None'), ('1/3876', 'fraction')]"
364,"question: Five letters picked without replacement from {i: 4, m: 8}. Give prob of sequence immmi. answer: 7/165","['question', ':', 'five', 'letters', 'picked', 'without', 'replacement', 'from', '{i', ':', '4', ',', 'm', ':', '8}.', 'give', 'prob', 'of', 'sequence', 'immmi.', 'answer', ':', '7/165']","['question', ':', ' ', 'five', ' ', 'letters', ' ', 'picked', ' ', 'without', ' ', 'replacement', ' ', 'from', ' ', '{i', ':', ' ', '4', ',', ' ', 'm', ':', ' ', '8}.', ' ', 'give', ' ', 'prob', ' ', 'of', ' ', 'sequence', ' ', 'immmi.', ' ', 'answer', ':', ' ', '7/165']","[('question', 'None'), (':', 'None'), ('five', 'cardinal'), ('letters', 'None'), ('picked', 'None'), ('without', 'None'), ('replacement', 'None'), ('from', 'None'), ('{i', 'None'), (':', 'None'), ('4', 'cardinal'), (',', 'None'), ('m', 'None'), (':', 'None'), ('8', 'cardinal'), ('}.', 'None'), ('give', 'None'), ('prob', 'None'), ('of', 'None'), ('sequence', 'None'), ('immmi.', 'characters'), ('answer', 'None'), (':', 'None'), ('7/165', 'fraction')]"
365,question: Five letters picked without replacement from iwkzatwawwiia. What is prob of sequence izwti? answer: 1/6435,"['question', ':', 'five', 'letters', 'picked', 'without', 'replacement', 'from', 'iwkzatwawwiia.', 'what', 'is', 'prob', 'of', 'sequence', 'izwti', '?', 'answer', ':', '1/6435']","['question', ':', ' ', 'five', ' ', 'letters', ' ', 'picked', ' ', 'without', ' ', 'replacement', ' ', 'from', ' ', 'iwkzatwawwiia.', ' ', 'what', ' ', 'is', ' ', 'prob', ' ', 'of', ' ', 'sequence', ' ', 'izwti', '?', ' ', 'answer', ':', ' ', '1/6435']","[('question', 'None'), (':', 'None'), ('five', 'cardinal'), ('letters', 'None'), ('picked', 'None'), ('without', 'None'), ('replacement', 'None'), ('from', 'None'), ('iwkzatwawwiia.', 'characters'), ('what', 'None'), ('is', 'None'), ('prob', 'None'), ('of', 'None'), ('sequence', 'None'), ('izwti', 'characters'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('1/6435', 'fraction')]"
366,question: Calculate prob of sequence ovkwv when five letters picked without replacement from fflwfvfovflkl. answer: 1/77220,"['question', ':', 'calculate', 'prob', 'of', 'sequence', 'ovkwv', 'when', 'five', 'letters', 'picked', 'without', 'replacement', 'from', 'fflwfvfovflkl.', 'answer', ':', '1/77220']","['question', ':', ' ', 'calculate', ' ', 'prob', ' ', 'of', ' ', 'sequence', ' ', 'ovkwv', ' ', 'when', ' ', 'five', ' ', 'letters', ' ', 'picked', ' ', 'without', ' ', 'replacement', ' ', 'from', ' ', 'fflwfvfovflkl.', ' ', 'answer', ':', ' ', '1/77220']","[('question', 'None'), (':', 'None'), ('calculate', 'None'), ('prob', 'None'), ('of', 'None'), ('sequence', 'None'), ('ovkwv', 'characters'), ('when', 'None'), ('five', 'cardinal'), ('letters', 'None'), ('picked', 'None'), ('without', 'None'), ('replacement', 'None'), ('from', 'None'), ('fflwfvfovflkl.', 'characters'), ('answer', 'None'), (':', 'None'), ('1/77220', 'fraction')]"
367,question: Five letters picked without replacement from ywyywywywwwyy. What is prob of sequence wywyy? answer: 35/858,"['question', ':', 'five', 'letters', 'picked', 'without', 'replacement', 'from', 'ywyywywywwwyy.', 'what', 'is', 'prob', 'of', 'sequence', 'wywyy', '?', 'answer', ':', '35/858']","['question', ':', ' ', 'five', ' ', 'letters', ' ', 'picked', ' ', 'without', ' ', 'replacement', ' ', 'from', ' ', 'ywyywywywwwyy.', ' ', 'what', ' ', 'is', ' ', 'prob', ' ', 'of', ' ', 'sequence', ' ', 'wywyy', '?', ' ', 'answer', ':', ' ', '35/858']","[('question', 'None'), (':', 'None'), ('five', 'cardinal'), ('letters', 'None'), ('picked', 'None'), ('without', 'None'), ('replacement', 'None'), ('from', 'None'), ('ywyywywywwwyy.', 'characters'), ('what', 'None'), ('is', 'None'), ('prob', 'None'), ('of', 'None'), ('sequence', 'None'), ('wywyy', 'characters'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('35/858', 'fraction')]"
368,question: Five letters picked without replacement from xffxxfff. What is prob of sequence xffff? answer: 3/56,"['question', ':', 'five', 'letters', 'picked', 'without', 'replacement', 'from', 'xffxxfff.', 'what', 'is', 'prob', 'of', 'sequence', 'xffff', '?', 'answer', ':', '3/56']","['question', ':', ' ', 'five', ' ', 'letters', ' ', 'picked', ' ', 'without', ' ', 'replacement', ' ', 'from', ' ', 'xffxxfff.', ' ', 'what', ' ', 'is', ' ', 'prob', ' ', 'of', ' ', 'sequence', ' ', 'xffff', '?', ' ', 'answer', ':', ' ', '3/56']","[('question', 'None'), (':', 'None'), ('five', 'cardinal'), ('letters', 'None'), ('picked', 'None'), ('without', 'None'), ('replacement', 'None'), ('from', 'None'), ('xffxxfff.', 'characters'), ('what', 'None'), ('is', 'None'), ('prob', 'None'), ('of', 'None'), ('sequence', 'None'), ('xffff', 'characters'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('3/56', 'fraction')]"
369,"question: Calculate prob of sequence skrst when five letters picked without replacement from {n: 3, a: 3, s: 2, t: 3, k: 3, r: 2}. answer: 1/14560","['question', ':', 'calculate', 'prob', 'of', 'sequence', 'skrst', 'when', 'five', 'letters', 'picked', 'without', 'replacement', 'from', '{n', ':', '3', ',', 'a', ':', '3', ',', 's', ':', '2', ',', 't', ':', '3', ',', 'k', ':', '3', ',', 'r', ':', '2}.', 'answer', ':', '1/14560']","['question', ':', ' ', 'calculate', ' ', 'prob', ' ', 'of', ' ', 'sequence', ' ', 'skrst', ' ', 'when', ' ', 'five', ' ', 'letters', ' ', 'picked', ' ', 'without', ' ', 'replacement', ' ', 'from', ' ', '{n', ':', ' ', '3', ',', ' ', 'a', ':', ' ', '3', ',', ' ', 's', ':', ' ', '2', ',', ' ', 't', ':', ' ', '3', ',', ' ', 'k', ':', ' ', '3', ',', ' ', 'r', ':', ' ', '2}.', ' ', 'answer', ':', ' ', '1/14560']","[('question', 'None'), (':', 'None'), ('calculate', 'None'), ('prob', 'None'), ('of', 'None'), ('sequence', 'None'), ('skrst', 'characters'), ('when', 'None'), ('five', 'cardinal'), ('letters', 'None'), ('picked', 'None'), ('without', 'None'), ('replacement', 'None'), ('from', 'None'), ('{n', 'None'), (':', 'None'), ('3', 'cardinal'), (',', 'None'), ('a', 'characters'), (':', 'None'), ('3', 'cardinal'), (',', 'None'), ('s', 'characters'), (':', 'None'), ('2', 'cardinal'), (',', 'None'), ('t', 'None'), (':', 'None'), ('3', 'cardinal'), (',', 'None'), ('k', 'characters'), (':', 'None'), ('3', 'cardinal'), (',', 'None'), ('r', 'characters'), (':', 'None'), ('2', 'cardinal'), (',', 'None'), ('}', 'None'), ('.', 'None'), ('answer', 'None'), (':', 'None'), ('1/14560', 'fraction')]"
370,question: Five letters picked without replacement from bbbbbcccccbcb. What is prob of sequence ccbbb? answer: 35/858,"['question', ':', 'five', 'letters', 'picked', 'without', 'replacement', 'from', 'bbbbbcccccbcb.', 'what', 'is', 'prob', 'of', 'sequence', 'ccbbb', '?', 'answer', ':', '35/858']","['question', ':', ' ', 'five', ' ', 'letters', ' ', 'picked', ' ', 'without', ' ', 'replacement', ' ', 'from', ' ', 'bbbbbcccccbcb.', ' ', 'what', ' ', 'is', ' ', 'prob', ' ', 'of', ' ', 'sequence', ' ', 'ccbbb', '?', ' ', 'answer', ':', ' ', '35/858']","[('question', 'None'), (':', 'None'), ('five', 'cardinal'), ('letters', 'None'), ('picked', 'None'), ('without', 'None'), ('replacement', 'None'), ('from', 'None'), ('bbbbbcccccbcb.', 'characters'), ('what', 'None'), ('is', 'None'), ('prob', 'None'), ('of', 'None'), ('sequence', 'None'), ('ccbbb', 'characters'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('35/858', 'fraction')]"
371,"question: What is the closest to -8 in 3805, 2/11, 0.4, -1/5, 2, 1/4, -3/5, 4? answer: -3/5","['question', ':', 'what', 'is', 'the', 'closest', 'to', '-8', 'in', '3805', ',', '2/11', ',', '0.4', ',', '-1/5', ',', '2', ',', '1/4', ',', '-3/5', ',', '4', '?', 'answer', ':', '-3/5']","['question', ':', ' ', 'what', ' ', 'is', ' ', 'the', ' ', 'closest', ' ', 'to', ' ', '-8', ' ', 'in', ' ', '3805', ',', ' ', '2/11', ',', ' ', '0.4', ',', ' ', '-1/5', ',', ' ', '2', ',', ' ', '1/4', ',', ' ', '-3/5', ',', ' ', '4', '?', ' ', 'answer', ':', ' ', '-3/5']","[('question', 'None'), (':', 'None'), ('what', 'None'), ('is', 'None'), ('the', 'None'), ('closest', 'None'), ('to', 'None'), ('-8', 'cardinal'), ('in', 'None'), ('3805', 'number_digit'), (',', 'None'), ('2/11', 'fraction'), (',', 'None'), ('0.4', 'cardinal'), (',', 'None'), ('-1/5', 'fraction'), (',', 'None'), ('2', 'cardinal'), (',', 'None'), ('1/4', 'fraction'), (',', 'None'), ('-3/5', 'fraction'), (',', 'None'), ('4', 'cardinal'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('-3/5', 'fraction')]"
372,"question: What is the closest to -3177 in 38, 1, -0.1, -5, 0.03, -1/2, -13? answer: -13","['question', ':', 'what', 'is', 'the', 'closest', 'to', '-3177', 'in', '38', ',', '1', ',', '-0.1', ',', '-5', ',', '0.03', ',', '-1/2', ',', '-13', '?', 'answer', ':', '-13']","['question', ':', ' ', 'what', ' ', 'is', ' ', 'the', ' ', 'closest', ' ', 'to', ' ', '-3177', ' ', 'in', ' ', '38', ',', ' ', '1', ',', ' ', '-0.1', ',', ' ', '-5', ',', ' ', '0.03', ',', ' ', '-1/2', ',', ' ', '-13', '?', ' ', 'answer', ':', ' ', '-13']","[('question', 'None'), (':', 'None'), ('what', 'None'), ('is', 'None'), ('the', 'None'), ('closest', 'None'), ('to', 'None'), ('-3177', 'cardinal'), ('in', 'None'), ('38', 'cardinal'), (',', 'None'), ('1', 'cardinal'), (',', 'None'), ('-0.1', 'cardinal'), (',', 'None'), ('-5', 'cardinal'), (',', 'None'), ('0.03', 'cardinal'), (',', 'None'), ('-1/2', 'fraction'), (',', 'None'), ('-13', 'cardinal'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('-13', 'cardinal')]"
373,"question: What is the closest to -2/9 in 3/4, -0.016, 4/7, 1, 2115, 24, -1/5? answer: -1/5","['question', ':', 'what', 'is', 'the', 'closest', 'to', '-2/9', 'in', '3/4', ',', '-0.016', ',', '4/7', ',', '1', ',', '2115', ',', '24', ',', '-1/5', '?', 'answer', ':', '-1/5']","['question', ':', ' ', 'what', ' ', 'is', ' ', 'the', ' ', 'closest', ' ', 'to', ' ', '-2/9', ' ', 'in', ' ', '3/4', ',', ' ', '-0.016', ',', ' ', '4/7', ',', ' ', '1', ',', ' ', '2115', ',', ' ', '24', ',', ' ', '-1/5', '?', ' ', 'answer', ':', ' ', '-1/5']","[('question', 'None'), (':', 'None'), ('what', 'None'), ('is', 'None'), ('the', 'None'), ('closest', 'None'), ('to', 'None'), ('-2/9', 'fraction'), ('in', 'None'), ('3/4', 'fraction'), (',', 'None'), ('-0.016', 'cardinal'), (',', 'None'), ('4/7', 'fraction'), (',', 'None'), ('1', 'cardinal'), (',', 'None'), ('2115', 'cardinal'), (',', 'None'), ('24', 'cardinal'), (',', 'None'), ('-1/5', 'fraction'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('-1/5', 'fraction')]"
374,"question: What is the nearest to -0.2 in -14, -506, -5, -1/21, 2/5, -3, -2/303? answer: -1/21","['question', ':', 'what', 'is', 'the', 'nearest', 'to', '-0.2', 'in', '-14', ',', '-506', ',', '-5', ',', '-1/21', ',', '2/5', ',', '-3', ',', '-2/303', '?', 'answer', ':', '-1/21']","['question', ':', ' ', 'what', ' ', 'is', ' ', 'the', ' ', 'nearest', ' ', 'to', ' ', '-0.2', ' ', 'in', ' ', '-14', ',', ' ', '-506', ',', ' ', '-5', ',', ' ', '-1/21', ',', ' ', '2/5', ',', ' ', '-3', ',', ' ', '-2/303', '?', ' ', 'answer', ':', ' ', '-1/21']","['question', 'None', (':', 'None'), ('what', 'None'), ('is', 'None'), ('the', 'None'), ('nearest', 'None'), ('to', 'None'), ('-0.2', 'cardinal'), ('in', 'None'), ('-14', 'cardinal'), (',', 'None'), ('-506', 'cardinal'), (',', 'None'), ('-5', 'cardinal'), (',', 'None'), ('-1/21', 'fraction'), (',', 'None'), ('2/5', 'fraction'), (',', 'None'), ('-3', 'cardinal'), (',', 'None'), ('-2/303', 'fraction'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('-1/21', 'fraction')]"
375,question: Which is the closest to 3/2?  (a) 298  (b) 1/56  (c) -2.8  (d) 0  (e) -39  (f) -0.1  (g) -2/5 answer: b,"['question', ':', 'which', 'is', 'the', 'closest', 'to', '3/2', '?', '(a)', '298', '(b)', '1/56', '(c)', '-2.8', '(d)', '0', '(e)', '-39', '(f)', '-0.1', '(g)', '-2/5', 'answer', ':', 'b']","['question', ':', ' ', 'which', ' ', 'is', ' ', 'the', ' ', 'closest', ' ', 'to', ' ', '3/2', '?', ' ', ' ', '(a)', ' ', '298', ' ', ' ', '(b)', ' ', '1/56', ' ', ' ', '(c)', ' ', '-2.8', ' ', ' ', '(d)', ' ', '0', ' ', ' ', '(e)', ' ', '-39', ' ', ' ', '(f)', ' ', '-0.1', ' ', ' ', '(g)', ' ', '-2/5', ' ', 'answer', ':', ' ', 'b']","[('question', 'None'), (':', 'None'), ('which', 'None'), ('is', 'None'), ('the', 'None'), ('closest', 'None'), ('to', 'None'), ('3/2', 'fraction'), ('?', 'None'), ('(a)', 'None'), ('298', 'cardinal'), ('(b)', 'None'), ('1/56', 'fraction'), ('(c)', 'None'), ('-2.8', 'cardinal'), ('(d)', 'None'), ('0', 'cardinal'), ('(e)', 'None'), ('-39', 'cardinal'), ('(f)', 'None'), ('-0.1', 'cardinal'), ('(g)', 'None'), ('-2/5', 'fraction'), ('answer', 'None'), (':', 'None'), ('b', 'None')]"
376,question: Which is the nearest to -61?  (a) -0.29  (b) -2/7  (c) -2.1  (d) -5  (e) 3/4  (f) -0.1  (g) 52  (h) 1/6 answer: d,"['question', ':', 'which', 'is', 'the', 'nearest', 'to', '-61', '?', '(a)', '-0.29', '(b)', '-2/7', '(c)', '-2.1', '(d)', '-5', '(e)', '3/4', '(f)', '-0.1', '(g)', '52', '(h)', '1/6', 'answer', ':', 'd']","['question', ':', ' ', 'which', ' ', 'is', ' ', 'the', ' ', 'nearest', ' ', 'to', ' ', '-61', '?', ' ', ' ', '(a)', ' ', '-0.29', ' ', ' ', '(b)', ' ', '-2/7', ' ', ' ', '(c)', ' ', '-2.1', ' ', ' ', '(d)', ' ', '-5', ' ', ' ', '(e)', ' ', '3/4', ' ', ' ', '(f)', ' ', '-0.1', ' ', ' ', '(g)', ' ', '52', ' ', ' ', '(h)', ' ', '1/6', ' ', 'answer', ':', ' ', 'd']","[('question', 'None'), (':', 'None'), ('which', 'None'), ('is', 'None'), ('the', 'None'), ('nearest', 'None'), ('to', 'None'), ('-61', 'cardinal'), ('?', 'None'), ('(a)', 'None'), ('-0.29', 'cardinal'), ('(b)', 'None'), ('-2/7', 'fraction'), ('(c)', 'None'), ('-2.1', 'cardinal'), ('(d)', 'None'), ('-5', 'cardinal'), ('(e)', 'None'), ('3/4', 'fraction'), ('(f)', 'None'), ('-0.1', 'cardinal'), ('(g)', 'None'), ('52', 'cardinal'), ('(h)', 'None'), ('1/6', 'fraction'), ('answer', 'None'), (':', 'None'), ('d', 'characters')]"
377,question: Which is the closest to -0.097?  (a) 6/5  (b) -4  (c) -1/10  (d) -0.14  (e) 3/2  (f) 2  (g) 0.4 answer: c,"['question', ':', 'which', 'is', 'the', 'closest', 'to', '-0.097', '?', '(a)', '6/5', '(b)', '-4', '(c)', '-1/10', '(d)', '-0.14', '(e)', '3/2', '(f)', '2', '(g)', '0.4', 'answer', ':', 'c']","['question', ':', ' ', 'which', ' ', 'is', ' ', 'the', ' ', 'closest', ' ', 'to', ' ', '-0.097', '?', ' ', ' ', '(a)', ' ', '6/5', ' ', ' ', '(b)', ' ', '-4', ' ', ' ', '(c)', ' ', '-1/10', ' ', ' ', '(d)', ' ', '-0.14', ' ', ' ', '(e)', ' ', '3/2', ' ', ' ', '(f)', ' ', '2', ' ', ' ', '(g)', ' ', '0.4', ' ', 'answer', ':', ' ', 'c']","[('question', 'None'), (':', 'None'), ('which', 'None'), ('is', 'None'), ('the', 'None'), ('closest', 'None'), ('to', 'None'), ('-0.097', 'cardinal'), ('?', 'None'), ('(a)', 'None'), ('6/5', 'fraction'), ('(b)', 'None'), ('-4', 'cardinal'), ('(c)', 'None'), ('-1/10', 'fraction'), ('(d)', 'None'), ('-0.14', 'cardinal'), ('(e)', 'None'), ('3/2', 'fraction'), ('(f)', 'None'), ('2', 'cardinal'), ('(g)', 'None'), ('0.4', 'cardinal'), ('answer', 'None'), (':', 'None'), ('c', 'None')]"
378,"question: What is the closest to -30 in -10/9, -2, -3/11, 4, 11, -2/17, -0.2, 5? answer: -2","['question', ':', 'what', 'is', 'the', 'closest', 'to', '-30', 'in', '-10/9', ',', '-2', ',', '-3/11', ',', '4', ',', '11', ',', '-2/17', ',', '-0.2', ',', '5', '?', 'answer', ':', '-2']","['question', ':', ' ', 'what', ' ', 'is', ' ', 'the', ' ', 'closest', ' ', 'to', ' ', '-30', ' ', 'in', ' ', '-10/9', ',', ' ', '-2', ',', ' ', '-3/11', ',', ' ', '4', ',', ' ', '11', ',', ' ', '-2/17', ',', ' ', '-0.2', ',', ' ', '5', '?', ' ', 'answer', ':', ' ', '-2']","[('question', 'None'), (':', 'None'), ('what', 'None'), ('is', 'None'), ('the', 'None'), ('closest', 'None'), ('to', 'None'), ('-30', 'cardinal'), ('in', 'None'), ('-10/9', 'fraction'), (',', 'None'), ('-2', 'cardinal'), (',', 'None'), ('-3/11', 'fraction'), (',', 'None'), ('4', 'cardinal'), (',', 'None'), ('11', 'cardinal'), (',', 'None'), ('-2/17', 'fraction'), (',', 'None'), ('-0.2', 'cardinal'), (',', 'None'), ('5', 'cardinal'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('-2', 'cardinal')]"
379,"question: What is the nearest to -1.7 in 6, -21/13, 3, -2.5, 62, -5, 0.4? answer: -21/13","['question', ':', 'what', 'is', 'the', 'nearest', 'to', '-1.7', 'in', '6', ',', '-21/13', ',', '3', ',', '-2.5', ',', '62', ',', '-5', ',', '0.4', '?', 'answer', ':', '-21/13']","['question', ':', ' ', 'what', ' ', 'is', ' ', 'the', ' ', 'nearest', ' ', 'to', ' ', '-1.7', ' ', 'in', ' ', '6', ',', ' ', '-21/13', ',', ' ', '3', ',', ' ', '-2.5', ',', ' ', '62', ',', ' ', '-5', ',', ' ', '0.4', '?', ' ', 'answer', ':', ' ', '-21/13']","[('question', 'None'), (':', 'None'), ('what', 'None'), ('is', 'None'), ('the', 'None'), ('nearest', 'None'), ('to', 'None'), ('-1.7', 'cardinal'), ('in', 'None'), ('6', 'cardinal'), (',', 'None'), ('-21/13', 'fraction'), (',', 'None'), ('3', 'cardinal'), (',', 'None'), ('-2.5', 'cardinal'), (',', 'None'), ('62', 'cardinal'), (',', 'None'), ('-5', 'cardinal'), (',', 'None'), ('0.4', 'cardinal'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('-21/13', 'fraction')]"
380,"question: What is the nearest to 0.1 in -0.4, -2/7, 27, -2, -0.73, -3, -97, -19? answer: -2/7","['question', ':', 'what', 'is', 'the', 'nearest', 'to', '0.1', 'in', '-0.4', ',', '-2/7', ',', '27', ',', '-2', ',', '-0.73', ',', '-3', ',', '-97', ',', '-19', '?', 'answer', ':', '-2/7']","['question', ':', ' ', 'what', ' ', 'is', ' ', 'the', ' ', 'nearest', ' ', 'to', ' ', '0.1', ' ', 'in', ' ', '-0.4', ',', ' ', '-2/7', ',', ' ', '27', ',', ' ', '-2', ',', ' ', '-0.73', ',', ' ', '-3', ',', ' ', '-97', ',', ' ', '-19', '?', ' ', 'answer', ':', ' ', '-2/7']","[('question', 'None'), (':', 'None'), ('what', 'None'), ('is', 'None'), ('the', 'None'), ('nearest', 'None'), ('to', 'None'), ('0.1', 'cardinal'), ('in', 'None'), ('-0.4', 'cardinal'), (',', 'None'), ('-2/7', 'fraction'), (',', 'None'), ('27', 'cardinal'), (',', 'None'), ('-2', 'cardinal'), (',', 'None'), ('-0.73', 'cardinal'), (',', 'None'), ('-3', 'cardinal'), (',', 'None'), ('-97', 'cardinal'), (',', 'None'), ('-19', 'cardinal'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('-2/7', 'fraction')]"
381,"question: Sort -6, 6, 64, -5, 0, 5, 1, 987, 3 in descending order. answer: 987, 64, 6, 5, 3, 1, 0, -5, -6","['question', ':', 'sort', '-6', ',', '6', ',', '64', ',', '-5', ',', '0', ',', '5', ',', '1', ',', '987', ',', '3', 'in', 'descending', 'order.', 'answer', ':', '987', ',', '64', ',', '6', ',', '5', ',', '3', ',', '1', ',', '0', ',', '-5', ',', '-6']","['question', ':', ' ', 'sort', ' ', '-6', ',', ' ', '6', ',', ' ', '64', ',', ' ', '-5', ',', ' ', '0', ',', ' ', '5', ',', ' ', '1', ',', ' ', '987', ',', ' ', '3', ' ', 'in', ' ', 'descending', ' ', 'order.', ' ', 'answer', ':', ' ', '987', ',', ' ', '64', ',', ' ', '6', ',', ' ', '5', ',', ' ', '3', ',', ' ', '1', ',', ' ', '0', ',', ' ', '-5', ',', ' ', '-6']","[('question', 'None'), (':', 'None'), ('sort', 'None'), ('-6', 'cardinal'), (',', 'None'), ('6', 'cardinal'), (',', 'None'), ('64', 'cardinal'), (',', 'None'), ('-5', 'cardinal'), (',', 'None'), ('0', 'cardinal'), (',', 'None'), ('5', 'cardinal'), (',', 'None'), ('1', 'cardinal'), (',', 'None'), ('987', 'cardinal'), (',', 'None'), ('3', 'None'), ('in', 'None'), ('descending', 'None'), ('order.', 'None'), ('answer', 'None'), (':', 'None'), ('987', 'cardinal'), (',', 'None'), ('64', 'cardinal'), (',', 'None'), ('6', 'cardinal'), (',', 'None'), ('5', 'cardinal'), (',', 'None'), ('3', 'None'), ('1', 'cardinal'), (',', 'None'), ('0', 'cardinal'), (',', 'None'), ('-5', 'cardinal'), (',', 'None'), ('-6', 'cardinal')]"
